Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,-log10_p
GO_Biological_Process_2021,negative regulation of viral entry into host cell (GO:0046597),1/17,0.0817146326715556,0.1984223550989304,0,0,12.553030303030305,31.43934295429433,GSN,12,1.0877001672192133
GO_Biological_Process_2021,pharyngeal system development (GO:0060037),1/17,0.0817146326715556,0.1984223550989304,0,0,12.553030303030305,31.43934295429433,HES1,12,1.0877001672192133
GO_Biological_Process_2021,regulation of steroid biosynthetic process (GO:0050810),1/17,0.0817146326715556,0.1984223550989304,0,0,12.553030303030305,31.43934295429433,EGR1,12,1.0877001672192133
GO_Biological_Process_2021,ruffle organization (GO:0031529),1/17,0.0817146326715556,0.1984223550989304,0,0,12.553030303030305,31.43934295429433,TPM1,12,1.0877001672192133
GO_Biological_Process_2021,positive regulation of transcription of Notch receptor target (GO:0007221),1/17,0.0817146326715556,0.1984223550989304,0,0,12.553030303030305,31.43934295429433,NOTCH3,12,1.0877001672192133
GO_Biological_Process_2021,"mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)",1/17,0.0817146326715556,0.1984223550989304,0,0,12.553030303030305,31.43934295429433,COX4I2,12,1.0877001672192133
GO_Biological_Process_2021,vasculature development (GO:0001944),1/17,0.0817146326715556,0.1984223550989304,0,0,12.553030303030305,31.43934295429433,PDGFRB,12,1.0877001672192133
GO_Biological_Process_2021,muscle tissue morphogenesis (GO:0060415),1/17,0.0817146326715556,0.1984223550989304,0,0,12.553030303030305,31.43934295429433,MYLK,12,1.0877001672192133
GO_Biological_Process_2021,calcium ion homeostasis (GO:0055074),2/97,0.0849237360045432,0.2015200809488953,0,0,4.254564983888292,10.49176426482804,CAV1;ATP2A2,12,1.070970908400675
GO_Biological_Process_2021,regulation of MAP kinase activity (GO:0043405),2/97,0.0849237360045432,0.2015200809488953,0,0,4.254564983888292,10.49176426482804,PDGFRB;PDGFA,12,1.070970908400675
GO_Biological_Process_2021,positive regulation of cold-induced thermogenesis (GO:0120162),2/97,0.0849237360045432,0.2015200809488953,0,0,4.254564983888292,10.49176426482804,EPAS1;CAV1,12,1.070970908400675
GO_Biological_Process_2021,adenine nucleotide transport (GO:0051503),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,SLC25A4,12,1.0639390989996254
GO_Biological_Process_2021,negative regulation of cation transmembrane transport (GO:1904063),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,CAV1,12,1.0639390989996254
GO_Biological_Process_2021,regulation of adaptive immune response (GO:0002819),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,IRF1,12,1.0639390989996254
GO_Biological_Process_2021,negative regulation of fibroblast proliferation (GO:0048147),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,FTH1,12,1.0639390989996254
GO_Biological_Process_2021,negative regulation of interleukin-8 production (GO:0032717),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,KLF4,12,1.0639390989996254
GO_Biological_Process_2021,cell migration involved in sprouting angiogenesis (GO:0002042),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,NR4A1,12,1.0639390989996254
GO_Biological_Process_2021,cellular response to dsRNA (GO:0071359),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,CAV1,12,1.0639390989996254
GO_Biological_Process_2021,cellular response to glucocorticoid stimulus (GO:0071385),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,KLF9,12,1.0639390989996254
GO_Biological_Process_2021,regulation of fatty acid metabolic process (GO:0019217),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,CAV1,12,1.0639390989996254
GO_Biological_Process_2021,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,HSPB1,12,1.0639390989996254
GO_Biological_Process_2021,embryonic heart tube development (GO:0035050),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,HES1,12,1.0639390989996254
GO_Biological_Process_2021,regulation of protein sumoylation (GO:0033233),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,EGR1,12,1.0639390989996254
GO_Biological_Process_2021,positive regulation of glial cell differentiation (GO:0045687),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,HES1,12,1.0639390989996254
GO_Biological_Process_2021,interleukin-6-mediated signaling pathway (GO:0070102),1/18,0.0863099571505927,0.2015200809488953,0,0,11.81402257872846,28.942114306609312,SOCS3,12,1.0639390989996254
GO_Biological_Process_2021,regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),2/100,0.0894369333512961,0.2061335274754672,0,0,4.123698458975427,9.95552171579456,CAV1;ASPN,12,1.0484831004621566
GO_Biological_Process_2021,actin filament capping (GO:0051693),1/19,0.0908825145361798,0.2061335274754672,0,0,11.15712682379349,26.75688382123247,GSN,12,1.041519665412987
GO_Biological_Process_2021,barbed-end actin filament capping (GO:0051016),1/19,0.0908825145361798,0.2061335274754672,0,0,11.15712682379349,26.75688382123247,GSN,12,1.041519665412987
GO_Biological_Process_2021,cardiac muscle cell contraction (GO:0086003),1/19,0.0908825145361798,0.2061335274754672,0,0,11.15712682379349,26.75688382123247,GSN,12,1.041519665412987
GO_Biological_Process_2021,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176),1/19,0.0908825145361798,0.2061335274754672,0,0,11.15712682379349,26.75688382123247,HSPB1,12,1.041519665412987
GO_Biological_Process_2021,regulation of epithelial cell differentiation (GO:0030856),1/19,0.0908825145361798,0.2061335274754672,0,0,11.15712682379349,26.75688382123247,CAV1,12,1.041519665412987
GO_Biological_Process_2021,regulation of insulin-like growth factor receptor signaling pathway (GO:0043567),1/19,0.0908825145361798,0.2061335274754672,0,0,11.15712682379349,26.75688382123247,IGFBP5,12,1.041519665412987
GO_Biological_Process_2021,regulation of mitochondrial membrane permeability (GO:0046902),1/19,0.0908825145361798,0.2061335274754672,0,0,11.15712682379349,26.75688382123247,SLC25A4,12,1.041519665412987
GO_Biological_Process_2021,DNA alkylation (GO:0006305),1/19,0.0908825145361798,0.2061335274754672,0,0,11.15712682379349,26.75688382123247,FOS,12,1.041519665412987
GO_Biological_Process_2021,DNA methylation or demethylation (GO:0044728),1/19,0.0908825145361798,0.2061335274754672,0,0,11.15712682379349,26.75688382123247,FOS,12,1.041519665412987
GO_Biological_Process_2021,regulation of oligodendrocyte differentiation (GO:0048713),1/19,0.0908825145361798,0.2061335274754672,0,0,11.15712682379349,26.75688382123247,HES1,12,1.041519665412987
GO_Biological_Process_2021,positive regulation of establishment of protein localization (GO:1904951),1/19,0.0908825145361798,0.2061335274754672,0,0,11.15712682379349,26.75688382123247,PTP4A3,12,1.041519665412987
GO_Biological_Process_2021,leukotriene biosynthetic process (GO:0019370),1/19,0.0908825145361798,0.2061335274754672,0,0,11.15712682379349,26.75688382123247,MGST3,12,1.041519665412987
GO_Biological_Process_2021,cytokine-mediated signaling pathway (GO:0019221),6/621,0.0911203159544468,0.2062196624232218,0,0,2.0015568240788792,4.794878472842111,EGR1;SOCS3;CDKN1A;IRF1;FOS;JUNB,12,1.0403847830352457
GO_Biological_Process_2021,regulation of cell death (GO:0010941),2/102,0.0924846891098034,0.2071860424089557,0,0,4.040816326530612,9.62002061056518,SNCG;CRYAB,12,1.0339301589961438
GO_Biological_Process_2021,calcium-mediated signaling (GO:0019722),2/102,0.0924846891098034,0.2071860424089557,0,0,4.040816326530612,9.62002061056518,RCAN2;ATP2A2,12,1.0339301589961438
GO_Biological_Process_2021,positive regulation of cellular process (GO:0048522),6/625,0.0932613749690687,0.2071860424089557,0,0,1.9882102223902656,4.716729018627099,PDGFRB;CAV1;LMNA;TPM1;PDGFA;HES1,12,1.0302981859533966
GO_Biological_Process_2021,extracellular structure organization (GO:0043062),3/216,0.0941331217907138,0.2071860424089557,0,0,2.858574125163351,6.7549401777521005,SPARC;ADAMTS1;PDGFA,12,1.026257538316124
GO_Biological_Process_2021,external encapsulating structure organization (GO:0045229),3/217,0.0951224688379078,0.2071860424089557,0,0,2.8450717795548703,6.6932876225779285,SPARC;ADAMTS1;PDGFA,12,1.0217168864300943
GO_Biological_Process_2021,negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,NR2F2,12,1.0203040791800522
GO_Biological_Process_2021,negative regulation of dephosphorylation (GO:0035305),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,PPP1R15A,12,1.0203040791800522
GO_Biological_Process_2021,cardiac ventricle development (GO:0003231),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,HES1,12,1.0203040791800522
GO_Biological_Process_2021,cellular response to interferon-beta (GO:0035458),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,IRF1,12,1.0203040791800522
GO_Biological_Process_2021,negative regulation of viral life cycle (GO:1903901),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,GSN,12,1.0203040791800522
GO_Biological_Process_2021,embryonic digestive tract development (GO:0048566),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,RBPMS2,12,1.0203040791800522
GO_Biological_Process_2021,endoplasmic reticulum calcium ion homeostasis (GO:0032469),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,ATP2A2,12,1.0203040791800522
GO_Biological_Process_2021,regulation of smooth muscle contraction (GO:0006940),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,CAV1,12,1.0203040791800522
GO_Biological_Process_2021,regulation of tissue remodeling (GO:0034103),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,CST3,12,1.0203040791800522
GO_Biological_Process_2021,granulocyte differentiation (GO:0030851),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,CDKN1A,12,1.0203040791800522
GO_Biological_Process_2021,positive regulation of heart contraction (GO:0045823),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,ATP2A2,12,1.0203040791800522
GO_Biological_Process_2021,positive regulation of nitrogen compound metabolic process (GO:0051173),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,KLF4,12,1.0203040791800522
GO_Biological_Process_2021,positive regulation of protein processing (GO:0010954),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,GSN,12,1.0203040791800522
GO_Biological_Process_2021,modulation by symbiont of entry into host (GO:0052372),1/20,0.0954324164624814,0.2071860424089557,0,0,10.569377990430622,24.83103038927071,CAV1,12,1.0203040791800522
GO_Biological_Process_2021,cellular metal ion homeostasis (GO:0006875),2/104,0.0955625544444408,0.2071860424089557,0,0,3.961184473789516,9.300759047174036,CAV1;ATP2A2,12,1.0197122498148175
GO_Biological_Process_2021,negative regulation of apoptotic process (GO:0043066),5/485,0.0960442647833183,0.2077938810406384,0,0,2.129385964912281,4.989036546765279,CAV1;FLNA;HSPB1;KLF4;CRYAB,12,1.017528563621895
GO_Biological_Process_2021,cellular response to peptide hormone stimulus (GO:0071375),2/106,0.0986696402849088,0.2113903418064339,0,0,3.8846153846153846,8.996683675058378,NR4A1;CAV1,12,1.0058164550809903
GO_Biological_Process_2021,small GTPase mediated signal transduction (GO:0007264),2/106,0.0986696402849088,0.2113903418064339,0,0,3.8846153846153846,8.996683675058378,CDKN1A;RRAD,12,1.0058164550809903
GO_Biological_Process_2021,positive regulation of protein serine/threonine kinase activity (GO:0071902),2/106,0.0986696402849088,0.2113903418064339,0,0,3.8846153846153846,8.996683675058378,PDGFRB;PDGFA,12,1.0058164550809903
GO_Biological_Process_2021,actin nucleation (GO:0045010),1/21,0.0999597740324998,0.2113903418064339,0,0,10.04040404040404,23.122924333288797,LMOD1,12,1.0001747343037843
GO_Biological_Process_2021,regulation of anoikis (GO:2000209),1/21,0.0999597740324998,0.2113903418064339,0,0,10.04040404040404,23.122924333288797,CAV1,12,1.0001747343037843
GO_Biological_Process_2021,beta-catenin destruction complex disassembly (GO:1904886),1/21,0.0999597740324998,0.2113903418064339,0,0,10.04040404040404,23.122924333288797,CAV1,12,1.0001747343037843
GO_Biological_Process_2021,regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882),1/21,0.0999597740324998,0.2113903418064339,0,0,10.04040404040404,23.122924333288797,ATP2A2,12,1.0001747343037843
GO_Biological_Process_2021,negative regulation of peptidyl-serine phosphorylation (GO:0033137),1/21,0.0999597740324998,0.2113903418064339,0,0,10.04040404040404,23.122924333288797,CAV1,12,1.0001747343037843
GO_Biological_Process_2021,epithelial cell development (GO:0002064),1/21,0.0999597740324998,0.2113903418064339,0,0,10.04040404040404,23.122924333288797,ACTA2,12,1.0001747343037843
GO_Biological_Process_2021,response to progesterone (GO:0032570),1/21,0.0999597740324998,0.2113903418064339,0,0,10.04040404040404,23.122924333288797,CAV1,12,1.0001747343037843
GO_Biological_Process_2021,sterol transport (GO:0015918),1/21,0.0999597740324998,0.2113903418064339,0,0,10.04040404040404,23.122924333288797,CAV1,12,1.0001747343037843
GO_Biological_Process_2021,regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),3/224,0.1021671443676431,0.2156165500764983,0,0,2.7539767691374726,6.282220713177872,LGALS1;FLNA;HSPB1,12,0.990688745238021
GO_Biological_Process_2021,negative regulation of biomineral tissue development (GO:0070168),1/22,0.104464697819105,0.2160472307601532,0,0,9.561808561808562,21.59922753970687,ASPN,12,0.9810304476638877
GO_Biological_Process_2021,regulation of cardiac muscle cell membrane repolarization (GO:0099623),1/22,0.104464697819105,0.2160472307601532,0,0,9.561808561808562,21.59922753970687,FLNA,12,0.9810304476638877
GO_Biological_Process_2021,negative regulation of protein dephosphorylation (GO:0035308),1/22,0.104464697819105,0.2160472307601532,0,0,9.561808561808562,21.59922753970687,PPP1R15A,12,0.9810304476638877
GO_Biological_Process_2021,cellular response to osmotic stress (GO:0071470),1/22,0.104464697819105,0.2160472307601532,0,0,9.561808561808562,21.59922753970687,MYLK,12,0.9810304476638877
GO_Biological_Process_2021,regulation of membrane protein ectodomain proteolysis (GO:0051043),1/22,0.104464697819105,0.2160472307601532,0,0,9.561808561808562,21.59922753970687,TIMP3,12,0.9810304476638877
GO_Biological_Process_2021,regulation of platelet activation (GO:0010543),1/22,0.104464697819105,0.2160472307601532,0,0,9.561808561808562,21.59922753970687,PDGFA,12,0.9810304476638877
GO_Biological_Process_2021,regulation of response to cytokine stimulus (GO:0060759),1/22,0.104464697819105,0.2160472307601532,0,0,9.561808561808562,21.59922753970687,KLF4,12,0.9810304476638877
GO_Biological_Process_2021,female gonad development (GO:0008585),1/22,0.104464697819105,0.2160472307601532,0,0,9.561808561808562,21.59922753970687,NR2F2,12,0.9810304476638877
GO_Biological_Process_2021,glutathione derivative biosynthetic process (GO:1901687),1/22,0.104464697819105,0.2160472307601532,0,0,9.561808561808562,21.59922753970687,MGST3,12,0.9810304476638877
GO_Biological_Process_2021,glutathione derivative metabolic process (GO:1901685),1/22,0.104464697819105,0.2160472307601532,0,0,9.561808561808562,21.59922753970687,MGST3,12,0.9810304476638877
GO_Biological_Process_2021,regulation of protein kinase activity (GO:0045859),2/110,0.1049679891078203,0.2166539295185413,0,0,3.739984882842026,8.430299329552396,CDKN1A;HSPB1,12,0.9789431225815834
GO_Biological_Process_2021,cilium organization (GO:0044782),3/228,0.106284222826077,0.2183521071933149,0,0,2.70446735395189,6.062437942083994,GSN;FLNA;DYNLL1,12,0.9735311987703219
GO_Biological_Process_2021,cellular divalent inorganic cation homeostasis (GO:0072503),2/111,0.1065594896807097,0.2183521071933149,0,0,3.7054858640703983,8.296775020722748,CAV1;ATP2A2,12,0.9724078680290902
GO_Biological_Process_2021,regulation of cytoskeleton organization (GO:0051493),2/112,0.1081575453020714,0.2183521071933149,0,0,3.6716141001855287,8.166280575904093,PDGFRB;PDGFA,12,0.9659431778545702
GO_Biological_Process_2021,artery development (GO:0060840),1/23,0.1089472978360328,0.2183521071933149,0,0,9.1267217630854,20.232947516534363,HES1,12,0.9627835368675037
GO_Biological_Process_2021,blood vessel endothelial cell migration (GO:0043534),1/23,0.1089472978360328,0.2183521071933149,0,0,9.1267217630854,20.232947516534363,NR4A1,12,0.9627835368675037
GO_Biological_Process_2021,negative regulation of phosphoprotein phosphatase activity (GO:0032515),1/23,0.1089472978360328,0.2183521071933149,0,0,9.1267217630854,20.232947516534363,PPP1R15A,12,0.9627835368675037
GO_Biological_Process_2021,regulation of interferon-gamma-mediated signaling pathway (GO:0060334),1/23,0.1089472978360328,0.2183521071933149,0,0,9.1267217630854,20.232947516534363,SOCS3,12,0.9627835368675037
GO_Biological_Process_2021,regulation of necroptotic process (GO:0060544),1/23,0.1089472978360328,0.2183521071933149,0,0,9.1267217630854,20.232947516534363,SLC25A4,12,0.9627835368675037
GO_Biological_Process_2021,DNA methylation (GO:0006306),1/23,0.1089472978360328,0.2183521071933149,0,0,9.1267217630854,20.232947516534363,FOS,12,0.9627835368675037
GO_Biological_Process_2021,regulation of SMAD protein signal transduction (GO:0060390),1/23,0.1089472978360328,0.2183521071933149,0,0,9.1267217630854,20.232947516534363,RBPMS,12,0.9627835368675037
GO_Biological_Process_2021,positive regulation of cholesterol efflux (GO:0010875),1/23,0.1089472978360328,0.2183521071933149,0,0,9.1267217630854,20.232947516534363,CAV1,12,0.9627835368675037
GO_Biological_Process_2021,positive regulation of epithelial cell apoptotic process (GO:1904037),1/23,0.1089472978360328,0.2183521071933149,0,0,9.1267217630854,20.232947516534363,GSN,12,0.9627835368675037
GO_Biological_Process_2021,positive regulation of protein autophosphorylation (GO:0031954),1/23,0.1089472978360328,0.2183521071933149,0,0,9.1267217630854,20.232947516534363,PDGFA,12,0.9627835368675037
GO_Biological_Process_2021,positive regulation of transcription by RNA polymerase I (GO:0045943),1/23,0.1089472978360328,0.2183521071933149,0,0,9.1267217630854,20.232947516534363,RASL11A,12,0.9627835368675037
GO_Biological_Process_2021,apoptotic process (GO:0006915),3/231,0.1094145195156263,0.2183521071933149,0,0,2.6684753119913185,5.904299638512385,PPP1R15A;IRF1;IER3,12,0.9609250424714576
GO_Biological_Process_2021,positive regulation of metabolic process (GO:0009893),2/113,0.109762052329387,0.2183521071933149,0,0,3.6383526383526386,8.038723369904124,EPAS1;CAV1,12,0.9595477811289883
GO_Biological_Process_2021,negative regulation of cell motility (GO:2000146),2/114,0.1113729080000625,0.2183521071933149,0,0,3.6056851311953353,7.914014366919983,IGFBP5;TPM1,12,0.9532204405538286
GO_Biological_Process_2021,cellular response to transforming growth factor beta stimulus (GO:0071560),2/114,0.1113729080000625,0.2183521071933149,0,0,3.6056851311953353,7.914014366919983,PDE3A;FOS,12,0.9532204405538286
GO_Biological_Process_2021,positive regulation of kinase activity (GO:0033674),2/114,0.1113729080000625,0.2183521071933149,0,0,3.6056851311953353,7.914014366919983,PDGFRB;CDKN1A,12,0.9532204405538286
GO_Biological_Process_2021,calcium ion transport (GO:0006816),2/115,0.1129900103369626,0.2183521071933149,0,0,3.573595810005418,7.792067954770498,CAV1;ATP2A2,12,0.9469599516255461
GO_Biological_Process_2021,cardiac muscle cell differentiation (GO:0055007),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,MYH11,12,0.9453575201891828
GO_Biological_Process_2021,negative regulation of neuron differentiation (GO:0045665),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,HES1,12,0.9453575201891828
GO_Biological_Process_2021,negative regulation of protein tyrosine kinase activity (GO:0061099),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,CAV1,12,0.9453575201891828
GO_Biological_Process_2021,regulation of keratinocyte proliferation (GO:0010837),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,KLF9,12,0.9453575201891828
GO_Biological_Process_2021,regulation of monooxygenase activity (GO:0032768),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,CAV1,12,0.9453575201891828
GO_Biological_Process_2021,dorsal/ventral pattern formation (GO:0009953),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,NBL1,12,0.9453575201891828
GO_Biological_Process_2021,regulation of ruffle assembly (GO:1900027),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,CAV1,12,0.9453575201891828
GO_Biological_Process_2021,extracellular matrix assembly (GO:0085029),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,MYH11,12,0.9453575201891828
GO_Biological_Process_2021,response to gamma radiation (GO:0010332),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,CRYAB,12,0.9453575201891828
GO_Biological_Process_2021,positive regulation of p38MAPK cascade (GO:1900745),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,GADD45B,12,0.9453575201891828
GO_Biological_Process_2021,leukotriene metabolic process (GO:0006691),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,MGST3,12,0.9453575201891828
GO_Biological_Process_2021,positive regulation of phospholipase activity (GO:0010518),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,PDGFRB,12,0.9453575201891828
GO_Biological_Process_2021,mammary gland development (GO:0030879),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,CAV1,12,0.9453575201891828
GO_Biological_Process_2021,positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,ATF3,12,0.9453575201891828
GO_Biological_Process_2021,positive regulation of viral life cycle (GO:1903902),1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,LGALS1,12,0.9453575201891828
GO_Biological_Process_2021,"wound healing, spreading of cells (GO:0044319)",1/24,0.113407683581024,0.2183521071933149,0,0,8.729468599033817,19.002011610155247,FLNA,12,0.9453575201891828
GO_Biological_Process_2021,regulation of protein-containing complex assembly (GO:0043254),2/116,0.1146132582954132,0.2198529415629489,0,0,3.5420694593626925,7.672801780572879,GSN;CRYAB,12,0.9407651409071476
GO_Biological_Process_2021,positive regulation of angiogenesis (GO:0045766),2/116,0.1146132582954132,0.2198529415629489,0,0,3.5420694593626925,7.672801780572879,HSPB1;KLF4,12,0.9407651409071476
GO_Biological_Process_2021,positive regulation of protein phosphorylation (GO:0001934),4/371,0.1154237243989753,0.2209968155468321,0,0,2.217643051771117,4.788213709783312,CDKN1A;RBPMS;CAV1;PDGFA,12,0.9377049163397175
GO_Biological_Process_2021,regulation of ERK1 and ERK2 cascade (GO:0070372),3/238,0.1168561004961933,0.2211816001609066,0,0,2.588067558675148,5.556094521365731,PDGFRB;PDGFA;TIMP3,12,0.9323486102492821
GO_Biological_Process_2021,negative regulation of endocytosis (GO:0045806),1/25,0.1178459640404217,0.2211816001609066,0,0,8.365319865319865,17.88820673407011,CAV1,12,0.9286852864955195
GO_Biological_Process_2021,regulation of calcium ion import (GO:0090279),1/25,0.1178459640404217,0.2211816001609066,0,0,8.365319865319865,17.88820673407011,PDGFRB,12,0.9286852864955195
GO_Biological_Process_2021,regulation of cAMP-mediated signaling (GO:0043949),1/25,0.1178459640404217,0.2211816001609066,0,0,8.365319865319865,17.88820673407011,PDE3A,12,0.9286852864955195
GO_Biological_Process_2021,cAMP-mediated signaling (GO:0019933),1/25,0.1178459640404217,0.2211816001609066,0,0,8.365319865319865,17.88820673407011,PDE3A,12,0.9286852864955195
GO_Biological_Process_2021,regulation of heterotypic cell-cell adhesion (GO:0034114),1/25,0.1178459640404217,0.2211816001609066,0,0,8.365319865319865,17.88820673407011,KLF4,12,0.9286852864955195
GO_Biological_Process_2021,divalent inorganic cation homeostasis (GO:0072507),1/25,0.1178459640404217,0.2211816001609066,0,0,8.365319865319865,17.88820673407011,CAV1,12,0.9286852864955195
GO_Biological_Process_2021,energy derivation by oxidation of organic compounds (GO:0015980),1/25,0.1178459640404217,0.2211816001609066,0,0,8.365319865319865,17.88820673407011,COX4I2,12,0.9286852864955195
GO_Biological_Process_2021,ventricular cardiac muscle tissue development (GO:0003229),1/25,0.1178459640404217,0.2211816001609066,0,0,8.365319865319865,17.88820673407011,TPM1,12,0.9286852864955195
GO_Biological_Process_2021,negative regulation of actin filament polymerization (GO:0030837),1/25,0.1178459640404217,0.2211816001609066,0,0,8.365319865319865,17.88820673407011,GSN,12,0.9286852864955195
GO_Biological_Process_2021,regulation of protein binding (GO:0043393),2/118,0.1178777907834289,0.2211816001609066,0,0,3.480647431386348,7.441996159064892,CDKN1A;CAV1,12,0.9285680121125511
GO_Biological_Process_2021,macroautophagy (GO:0016236),2/120,0.1211657133256166,0.2269383233249298,0,0,3.4213075060532687,7.220998411655919,MAP1LC3A;DYNLL1,12,0.9166202565731854
GO_Biological_Process_2021,regulation of monocyte chemotaxis (GO:0090025),1/26,0.1222622476286691,0.2277520569544884,0,0,8.030303030303031,16.876380218002918,NBL1,12,0.9127076245469269
GO_Biological_Process_2021,regulation of regulatory T cell differentiation (GO:0045589),1/26,0.1222622476286691,0.2277520569544884,0,0,8.030303030303031,16.876380218002918,IRF1,12,0.9127076245469269
GO_Biological_Process_2021,positive regulation of G1/S transition of mitotic cell cycle (GO:1900087),1/26,0.1222622476286691,0.2277520569544884,0,0,8.030303030303031,16.876380218002918,ADAMTS1,12,0.9127076245469269
GO_Biological_Process_2021,cellular response to organic substance (GO:0071310),2/123,0.1261397529272332,0.2313445218699417,0,0,3.3359757125990894,6.906686810673667,IGFBP5;KLF4,12,0.8991480240042207
GO_Biological_Process_2021,positive regulation of macromolecule metabolic process (GO:0010604),4/384,0.1264360285583438,0.2313445218699417,0,0,2.1403508771929824,4.42628585653043,ACTA2;EGR1;GSN;KLF4,12,0.898129154103293
GO_Biological_Process_2021,regulation of blood coagulation (GO:0030193),1/27,0.1266566423028266,0.2313445218699417,0,0,7.721056721056721,15.953830010816358,CAV1,12,0.8973720294042561
GO_Biological_Process_2021,cellular response to cadmium ion (GO:0071276),1/27,0.1266566423028266,0.2313445218699417,0,0,7.721056721056721,15.953830010816358,FOS,12,0.8973720294042561
GO_Biological_Process_2021,cellular senescence (GO:0090398),1/27,0.1266566423028266,0.2313445218699417,0,0,7.721056721056721,15.953830010816358,CDKN1A,12,0.8973720294042561
GO_Biological_Process_2021,regulation of toll-like receptor signaling pathway (GO:0034121),1/27,0.1266566423028266,0.2313445218699417,0,0,7.721056721056721,15.953830010816358,IRF1,12,0.8973720294042561
GO_Biological_Process_2021,positive regulation of mitotic cell cycle (GO:0045931),1/27,0.1266566423028266,0.2313445218699417,0,0,7.721056721056721,15.953830010816358,HES1,12,0.8973720294042561
GO_Biological_Process_2021,positive regulation of nitric oxide biosynthetic process (GO:0045429),1/27,0.1266566423028266,0.2313445218699417,0,0,7.721056721056721,15.953830010816358,KLF4,12,0.8973720294042561
GO_Biological_Process_2021,positive regulation of nuclear division (GO:0051785),1/27,0.1266566423028266,0.2313445218699417,0,0,7.721056721056721,15.953830010816358,PDGFRB,12,0.8973720294042561
GO_Biological_Process_2021,positive regulation of toll-like receptor signaling pathway (GO:0034123),1/27,0.1266566423028266,0.2313445218699417,0,0,7.721056721056721,15.953830010816358,CAV1,12,0.8973720294042561
