Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,-log10_p
GO_Biological_Process_2021,protein deubiquitination (GO:0016579),1/267,0.4897346646287026,0.5242590404641464,0,0,1.510204081632653,1.0781219104526054,CDC25A,Cycling HSPC,0.3100391544580995
GO_Biological_Process_2021,positive regulation of MAPK cascade (GO:0043410),1/274,0.4987179596066677,0.5324853214550358,0,0,1.4709576138147566,1.0233666205889618,ELANE,Cycling HSPC,0.30214499188263844
GO_Biological_Process_2021,protein modification by small protein removal (GO:0070646),1/276,0.50125602230015,0.5338051146573025,0,0,1.4601113172541744,1.0084087773272885,CDC25A,Cycling HSPC,0.29994039654430615
GO_Biological_Process_2021,positive regulation of programmed cell death (GO:0043068),1/286,0.5137586327573376,0.5457021746904362,0,0,1.4081632653061225,0.937839142501346,MELK,Cycling HSPC,0.289240867544339
GO_Biological_Process_2021,positive regulation of apoptotic process (GO:0043065),1/310,0.5425251558593591,0.5747682529776156,0,0,1.2972062611452349,0.7932686422257892,MELK,Cycling HSPC,0.2655801196036423
GO_Biological_Process_2021,protein polyubiquitination (GO:0000209),1/314,0.5471545986718139,0.5766925075975416,0,0,1.2803677381495728,0.7720923294539072,DTL,Cycling HSPC,0.26188994631047774
GO_Biological_Process_2021,cilium assembly (GO:0060271),1/314,0.5471545986718139,0.5766925075975416,0,0,1.2803677381495728,0.7720923294539072,NEK2,Cycling HSPC,0.26188994631047774
GO_Biological_Process_2021,negative regulation of gene expression (GO:0010629),1/322,0.5562761693049759,0.5844897377467907,0,0,1.2479496471485791,0.7319104885681406,TERT,Cycling HSPC,0.2547095446988111
GO_Biological_Process_2021,cellular response to oxygen-containing compound (GO:1901701),1/323,0.5574036279487686,0.5844897377467907,0,0,1.2440106477373558,0.7270814983759607,CTSG,Cycling HSPC,0.2538302089398956
GO_Biological_Process_2021,cellular protein localization (GO:0034613),1/329,0.5641096589005535,0.5900126534419055,0,0,1.2208810353409656,0.6989624697257846,SCG5,Cycling HSPC,0.24863646405532092
GO_Biological_Process_2021,intracellular protein transport (GO:0006886),1/336,0.5718075736459911,0.5965422524042147,0,0,1.1949436491014316,0.6679170434332091,SCG5,Cycling HSPC,0.2427500966679934
GO_Biological_Process_2021,positive regulation of multicellular organismal process (GO:0051240),1/345,0.5815093765862647,0.6035920111401735,0,0,1.1631466540104414,0.6305745813190116,TERT,Cycling HSPC,0.23544327806907975
GO_Biological_Process_2021,post-translational protein modification (GO:0043687),1/345,0.5815093765862647,0.6035920111401735,0,0,1.1631466540104414,0.6305745813190116,DTL,Cycling HSPC,0.23544327806907975
GO_Biological_Process_2021,ubiquitin-dependent protein catabolic process (GO:0006511),1/354,0.5909956578792304,0.6118894437638496,0,0,1.1329710354396716,0.5958822738188654,DTL,Cycling HSPC,0.22841570992418872
GO_Biological_Process_2021,protein transport (GO:0015031),1/369,0.6063398885560332,0.6261948471233592,0,0,1.0859582963620231,0.5433207667028247,SCG5,Cycling HSPC,0.21728386041430361
GO_Biological_Process_2021,positive regulation of macromolecule metabolic process (GO:0010604),1/384,0.62111954988037,0.6398467724898284,0,0,1.042628017264347,0.4965325169788531,AZU1,Cycling HSPC,0.20682480102083725
GO_Biological_Process_2021,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),1/404,0.6399826390088766,0.6576262706607505,0,0,0.989871879272801,0.4417939051458828,SHCBP1,Cycling HSPC,0.19383180708628664
GO_Biological_Process_2021,cellular protein metabolic process (GO:0044267),1/417,0.6517468120762254,0.668040482378131,0,0,0.9583006279434853,0.41024765313154,CTSG,Cycling HSPC,0.1859210844420885
GO_Biological_Process_2021,organelle assembly (GO:0070925),1/425,0.658798168385351,0.673584162189511,0,0,0.939834424335772,0.3922286762298742,NEK2,Cycling HSPC,0.18124761694193237
GO_Biological_Process_2021,positive regulation of gene expression (GO:0010628),1/482,0.7051444771556823,0.7191772030692282,0,0,0.8260426831855403,0.2885801301950252,AZU1,Cycling HSPC,0.1517218912312197
GO_Biological_Process_2021,protein ubiquitination (GO:0016567),1/525,0.7359678224271717,0.7487513826182145,0,0,0.7565820221218258,0.231944503707841,DTL,Cycling HSPC,0.13314117322745964
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533),1/546,0.7498504588798914,0.7609868518335532,0,0,0.726642950758285,0.2091870484536521,C1QTNF4,Cycling HSPC,0.12502533841998253
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),2/1079,0.7597673074922179,0.769147150794591,0,0,0.7301532033426184,0.200604530418796,TERT;AZU1,Cycling HSPC,0.11931939791106433
GO_Biological_Process_2021,negative regulation of transcription by RNA polymerase II (GO:0000122),1/684,0.8248462645529242,0.8329728287357117,0,0,0.5757014372366809,0.1108560647358729,ELANE,Cycling HSPC,0.0836269880293983
GO_Biological_Process_2021,positive regulation of transcription by RNA polymerase II (GO:0045944),1/908,0.9023188918982462,0.9089698911014272,0,0,0.4284814256463335,0.0440424414337815,TERT,Cycling HSPC,0.044639949690669034
GO_Biological_Process_2021,"negative regulation of transcription, DNA-templated (GO:0045892)",1/948,0.912055183209665,0.9165260419508888,0,0,0.4095209361463698,0.0376983608425212,ELANE,Cycling HSPC,0.039978884217174375
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),2/2206,0.9792407454532416,0.9810359386268036,0,0,0.3354885057471264,0.0070377963929841,BRIP1;ELANE,Cycling HSPC,0.009110524163636814
GO_Biological_Process_2021,"regulation of transcription, DNA-templated (GO:0006355)",2/2244,0.9810359386268036,0.9810359386268036,0,0,0.3290960451977401,0.006300933896412,BRIP1;CDC45,Cycling HSPC,0.008315082669573565
KEGG_2021_Human,neutrophil degranulation (GO:0043312),13/481,1.2086908061153411e-10,2.1998231379652115e-08,0,0,14.626126126126126,334.00679616105515,ATP8B4;MS4A3;DEFA4;AZU1;RNASE3;SLC2A5;ABCA13;CEACAM6;CLEC5A;CTSG;BPI;CEACAM8;ELANE,Early Myeloid Progenitor,9.917684781332483
KEGG_2021_Human,neutrophil activation involved in immune response (GO:0002283),13/485,1.3385108653429072e-10,2.1998231379652115e-08,0,0,14.499198350893266,329.62902688657147,ATP8B4;MS4A3;DEFA4;AZU1;RNASE3;SLC2A5;ABCA13;CEACAM6;CLEC5A;CTSG;BPI;CEACAM8;ELANE,Early Myeloid Progenitor,9.873378099083462
KEGG_2021_Human,neutrophil mediated immunity (GO:0002446),13/488,1.444085210918082e-10,2.1998231379652115e-08,0,0,14.405405405405403,326.40307598672763,ATP8B4;MS4A3;DEFA4;AZU1;RNASE3;SLC2A5;ABCA13;CEACAM6;CLEC5A;CTSG;BPI;CEACAM8;ELANE,Early Myeloid Progenitor,9.84040717966134
KEGG_2021_Human,defense response to Gram-negative bacterium (GO:0050829),7/73,5.663380640605061e-10,6.470412381891283e-08,0,0,49.04439746300211,1044.2449697870406,DEFA4;DEFA3;CTSG;BPI;AZU1;RNASE3;ELANE,Early Myeloid Progenitor,9.24692424809289
KEGG_2021_Human,defense response to bacterium (GO:0042742),7/176,2.632691296200134e-07,2.4062798447269223e-05,0,0,19.054217696435945,288.6730943350905,DEFA4;DEFA3;CTSG;BPI;AZU1;RNASE3;ELANE,Early Myeloid Progenitor,6.579600062358726
KEGG_2021_Human,antibacterial humoral response (GO:0019731),4/44,4.357614639431624e-06,0.0003319049817033754,0,0,43.28260869565217,534.2625919775811,DEFA4;DEFA3;CTSG;RNASE3,Early Myeloid Progenitor,5.360751178717646
KEGG_2021_Human,innate immune response in mucosa (GO:0002227),3/21,1.8942018936649912e-05,0.0012366432362927,0,0,70.68085106382979,768.592613095972,DEFA4;DEFA3;RNASE3,Early Myeloid Progenitor,4.722573733552538
KEGG_2021_Human,mucosal immune response (GO:0002385),3/28,4.6085838596253206e-05,0.0026326535298109,0,0,50.87234042553192,507.9605655722774,DEFA4;DEFA3;RNASE3,Early Myeloid Progenitor,4.336432505507012
KEGG_2021_Human,cellular response to lipopolysaccharide (GO:0071222),4/120,0.0002293410804448021,0.010735161660765,0,0,14.868065967016491,124.59885661717742,DEFA4;DEFA3;CTSG;BPI,Early Myeloid Progenitor,3.6395181458260075
KEGG_2021_Human,base-excision repair (GO:0006284),3/48,0.00023490506916334973,0.010735161660765,0,0,28.23404255319149,235.93295101505728,POLQ;NEIL3;POLE,Early Myeloid Progenitor,3.6291076112091263
KEGG_2021_Human,antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),3/64,0.0005501762524487967,0.0228573224881,0,0,20.81164980816184,156.1970899166922,DEFA4;DEFA3;RNASE3,Early Myeloid Progenitor,3.259498159226279
KEGG_2021_Human,defense response to Gram-positive bacterium (GO:0050830),3/70,0.0007152738836628206,0.027240013736159,0,0,18.94220387424579,137.19544727387992,DEFA4;DEFA3;RNASE3,Early Myeloid Progenitor,3.145527631782337
KEGG_2021_Human,negative regulation of interleukin-8 production (GO:0032717),2/18,0.000913470506242016,0.0301207637012304,0,0,51.911458333333336,363.2898548418271,BPI;ELANE,Early Myeloid Progenitor,3.039305470405725
KEGG_2021_Human,innate immune response (GO:0045087),5/302,0.0009227367435825514,0.0301207637012304,0,0,7.352413019079686,51.37988695967284,DEFA4;CLEC5A;DEFA3;BPI;RNASE3,Early Myeloid Progenitor,3.03492218534152
KEGG_2021_Human,protein complex oligomerization (GO:0051259),3/90,0.0014821871128384,0.0451573007044783,0,0,14.573000733675716,94.93197333904207,POLQ;ECT2;MCU,Early Myeloid Progenitor,2.829096967109936
KEGG_2021_Human,cellular response to molecule of bacterial origin (GO:0071219),3/115,0.0029817324390132,0.0851657327893164,0,0,11.305851063829786,65.74635935331509,DEFA4;DEFA3;CTSG,Early Myeloid Progenitor,2.5255313298546898
KEGG_2021_Human,positive regulation of cytokinesis (GO:0032467),2/37,0.0038576315924392,0.1037022139849838,0,0,23.708333333333332,131.76384828572083,KIF14;ECT2,Early Myeloid Progenitor,2.4136792502562754
KEGG_2021_Human,regulation of exit from mitosis (GO:0007096),2/39,0.0042784069542198,0.108623998782137,0,0,22.42454954954955,122.3074073504305,ANLN;BUB1B,Early Myeloid Progenitor,2.368717908505425
KEGG_2021_Human,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157),2/42,0.0049475924537835,0.119002618493636,0,0,20.739583333333332,110.1034239545967,CEACAM6;CEACAM8,Early Myeloid Progenitor,2.3056060815494894
KEGG_2021_Human,positive regulation of cell division (GO:0051781),2/44,0.0054187658916089,0.1238188006232655,0,0,19.75,103.05327189846057,KIF14;ECT2,Early Myeloid Progenitor,2.266099611522887
KEGG_2021_Human,DNA repair (GO:0006281),4/298,0.006494535276948,0.13380492756423,0,0,5.813664596273292,29.282232016426978,POLQ;NEIL3;BRIP1;POLE,Early Myeloid Progenitor,2.187451919860835
KEGG_2021_Human,mitotic cytokinesis (GO:0000281),2/49,0.0066828970303688,0.13380492756423,0,0,17.64450354609929,88.36726791367238,ANLN;ECT2,Early Myeloid Progenitor,2.175035230405133
KEGG_2021_Human,positive regulation of protein kinase activity (GO:0045860),3/154,0.0067341648445892,0.13380492756423,0,0,8.369310976468931,41.85125407551329,KIF14;AZU1;ECT2,Early Myeloid Progenitor,2.171716256789745
KEGG_2021_Human,negative regulation of apoptotic process (GO:0043066),5/485,0.0070959676294594,0.1343926983796133,0,0,4.506944444444445,22.30139137962044,CEACAM6;CLEC5A;KIF14;CTSG;AZU1,Early Myeloid Progenitor,2.148988374345894
KEGG_2021_Human,response to lipopolysaccharide (GO:0032496),3/159,0.0073518981608103,0.1343926983796133,0,0,8.099018003273322,39.78882929168961,DEFA4;DEFA3;CTSG,Early Myeloid Progenitor,2.133600517468579
KEGG_2021_Human,regulation of RNA metabolic process (GO:0051252),2/65,0.0115237618661231,0.1373019209574484,0,0,13.15277777777778,58.70537343689256,PCBP3;AFF2,Early Myeloid Progenitor,1.9384057248186684
KEGG_2021_Human,regulation of mitotic cell cycle phase transition (GO:1901990),3/188,0.0115892041162952,0.1373019209574484,0,0,6.81943645773433,30.398874332245907,ANLN;KIF14;BUB1B,Early Myeloid Progenitor,1.9359463880027175
KEGG_2021_Human,extracellular matrix disassembly (GO:0022617),2/66,0.0118650634107129,0.1373019209574484,0,0,12.946614583333334,57.4073222604629,CTSG;ELANE,Early Myeloid Progenitor,1.9257299364311244
KEGG_2021_Human,cellular component disassembly (GO:0022411),2/66,0.0118650634107129,0.1373019209574484,0,0,12.946614583333334,57.4073222604629,CTSG;ELANE,Early Myeloid Progenitor,1.9257299364311244
KEGG_2021_Human,pyrimidine nucleoside transport (GO:0015864),1/5,0.0124387771927725,0.1373019209574484,0,0,101.76530612244898,446.4379351400606,SLC28A3,Early Myeloid Progenitor,1.9052223113279663
KEGG_2021_Human,antifungal humoral response (GO:0019732),1/5,0.0124387771927725,0.1373019209574484,0,0,101.76530612244898,446.4379351400606,DEFA4,Early Myeloid Progenitor,1.9052223113279663
KEGG_2021_Human,fructose transmembrane transport (GO:0015755),1/5,0.0124387771927725,0.1373019209574484,0,0,101.76530612244898,446.4379351400606,SLC2A5,Early Myeloid Progenitor,1.9052223113279663
KEGG_2021_Human,glomerular visceral epithelial cell migration (GO:0090521),1/5,0.0124387771927725,0.1373019209574484,0,0,101.76530612244898,446.4379351400606,ANLN,Early Myeloid Progenitor,1.9052223113279663
KEGG_2021_Human,positive regulation of endothelial cell-matrix adhesion via fibronectin (GO:1904906),1/5,0.0124387771927725,0.1373019209574484,0,0,101.76530612244898,446.4379351400606,CEACAM6,Early Myeloid Progenitor,1.9052223113279663
KEGG_2021_Human,response to fructose (GO:0009750),1/5,0.0124387771927725,0.1373019209574484,0,0,101.76530612244898,446.4379351400606,SLC2A5,Early Myeloid Progenitor,1.9052223113279663
KEGG_2021_Human,maintenance of animal organ identity (GO:0048496),1/5,0.0124387771927725,0.1373019209574484,0,0,101.76530612244898,446.4379351400606,PKP2,Early Myeloid Progenitor,1.9052223113279663
KEGG_2021_Human,nucleoside transport (GO:0015858),1/5,0.0124387771927725,0.1373019209574484,0,0,101.76530612244898,446.4379351400606,SLC28A3,Early Myeloid Progenitor,1.9052223113279663
KEGG_2021_Human,uridine transport (GO:0015862),1/5,0.0124387771927725,0.1373019209574484,0,0,101.76530612244898,446.4379351400606,SLC28A3,Early Myeloid Progenitor,1.9052223113279663
KEGG_2021_Human,regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070424),1/5,0.0124387771927725,0.1373019209574484,0,0,101.76530612244898,446.4379351400606,SLC15A2,Early Myeloid Progenitor,1.9052223113279663
KEGG_2021_Human,cytoskeleton-dependent cytokinesis (GO:0061640),2/72,0.0140048037295852,0.1373019209574484,0,0,11.833333333333334,50.50886613536219,ANLN;ECT2,Early Myeloid Progenitor,1.8537229732206628
KEGG_2021_Human,protein sulfation (GO:0006477),1/6,0.0149082847993736,0.1373019209574484,0,0,81.40816326530613,342.3895623444841,HS3ST5,Early Myeloid Progenitor,1.8265723193247598
KEGG_2021_Human,purine nucleobase transport (GO:0006863),1/6,0.0149082847993736,0.1373019209574484,0,0,81.40816326530613,342.3895623444841,SLC28A3,Early Myeloid Progenitor,1.8265723193247598
KEGG_2021_Human,bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073),1/6,0.0149082847993736,0.1373019209574484,0,0,81.40816326530613,342.3895623444841,PKP2,Early Myeloid Progenitor,1.8265723193247598
KEGG_2021_Human,"heparan sulfate proteoglycan biosynthetic process, enzymatic modification (GO:0015015)",1/6,0.0149082847993736,0.1373019209574484,0,0,81.40816326530613,342.3895623444841,HS3ST5,Early Myeloid Progenitor,1.8265723193247598
KEGG_2021_Human,hexose import across plasma membrane (GO:0140271),1/6,0.0149082847993736,0.1373019209574484,0,0,81.40816326530613,342.3895623444841,SLC2A5,Early Myeloid Progenitor,1.8265723193247598
KEGG_2021_Human,induction of bacterial agglutination (GO:0043152),1/6,0.0149082847993736,0.1373019209574484,0,0,81.40816326530613,342.3895623444841,RNASE3,Early Myeloid Progenitor,1.8265723193247598
KEGG_2021_Human,regulation of endothelial cell-matrix adhesion via fibronectin (GO:1904904),1/6,0.0149082847993736,0.1373019209574484,0,0,81.40816326530613,342.3895623444841,CEACAM6,Early Myeloid Progenitor,1.8265723193247598
KEGG_2021_Human,centromeric sister chromatid cohesion (GO:0070601),1/6,0.0149082847993736,0.1373019209574484,0,0,81.40816326530613,342.3895623444841,BUB1B,Early Myeloid Progenitor,1.8265723193247598
KEGG_2021_Human,positive regulation of sterol transport (GO:0032373),1/6,0.0149082847993736,0.1373019209574484,0,0,81.40816326530613,342.3895623444841,ABCA13,Early Myeloid Progenitor,1.8265723193247598
KEGG_2021_Human,glial cell migration (GO:0008347),1/7,0.0173717414502839,0.1373019209574484,0,0,67.83673469387755,274.9362107684438,AZU1,Early Myeloid Progenitor,1.7601566430186848
KEGG_2021_Human,cardiac muscle cell-cardiac muscle cell adhesion (GO:0086042),1/7,0.0173717414502839,0.1373019209574484,0,0,67.83673469387755,274.9362107684438,PKP2,Early Myeloid Progenitor,1.7601566430186848
KEGG_2021_Human,intermediate filament bundle assembly (GO:0045110),1/7,0.0173717414502839,0.1373019209574484,0,0,67.83673469387755,274.9362107684438,PKP2,Early Myeloid Progenitor,1.7601566430186848
KEGG_2021_Human,desmosome organization (GO:0002934),1/7,0.0173717414502839,0.1373019209574484,0,0,67.83673469387755,274.9362107684438,PKP2,Early Myeloid Progenitor,1.7601566430186848
KEGG_2021_Human,modulation by symbiont of host apoptotic process (GO:0052150),1/7,0.0173717414502839,0.1373019209574484,0,0,67.83673469387755,274.9362107684438,CTSG,Early Myeloid Progenitor,1.7601566430186848
KEGG_2021_Human,protein localization to basolateral plasma membrane (GO:1903361),1/7,0.0173717414502839,0.1373019209574484,0,0,67.83673469387755,274.9362107684438,LIN7A,Early Myeloid Progenitor,1.7601566430186848
KEGG_2021_Human,cellular response to lipid (GO:0071396),3/219,0.0174000582463563,0.1373019209574484,0,0,5.831560283687943,23.625293607147455,DEFA4;DEFA3;CTSG,Early Myeloid Progenitor,1.7594492979226422
KEGG_2021_Human,regulation of interleukin-8 production (GO:0032677),2/81,0.0175016586979588,0.1373019209574484,0,0,10.48048523206751,42.398379802278754,BPI;ELANE,Early Myeloid Progenitor,1.7569207896432026
KEGG_2021_Human,regulation of cytokinesis (GO:0032465),2/84,0.0187414436957378,0.1373019209574484,0,0,10.095528455284551,40.15009805248223,KIF14;ECT2,Early Myeloid Progenitor,1.7271969574747794
KEGG_2021_Human,actin filament reorganization (GO:0090527),1/8,0.0198291614511851,0.1373019209574484,0,0,58.142857142857146,227.9549801512961,MCU,Early Myeloid Progenitor,1.702695651141308
KEGG_2021_Human,positive regulation of MHC class II biosynthetic process (GO:0045348),1/8,0.0198291614511851,0.1373019209574484,0,0,58.142857142857146,227.9549801512961,AZU1,Early Myeloid Progenitor,1.702695651141308
KEGG_2021_Human,somatic hypermutation of immunoglobulin genes (GO:0016446),1/8,0.0198291614511851,0.1373019209574484,0,0,58.142857142857146,227.9549801512961,POLQ,Early Myeloid Progenitor,1.702695651141308
KEGG_2021_Human,meiotic sister chromatid cohesion (GO:0051177),1/8,0.0198291614511851,0.1373019209574484,0,0,58.142857142857146,227.9549801512961,BUB1B,Early Myeloid Progenitor,1.702695651141308
KEGG_2021_Human,osteoblast development (GO:0002076),1/8,0.0198291614511851,0.1373019209574484,0,0,58.142857142857146,227.9549801512961,CLEC5A,Early Myeloid Progenitor,1.702695651141308
KEGG_2021_Human,regulation of pattern recognition receptor signaling pathway (GO:0062207),1/8,0.0198291614511851,0.1373019209574484,0,0,58.142857142857146,227.9549801512961,SLC15A2,Early Myeloid Progenitor,1.702695651141308
KEGG_2021_Human,negative regulation by symbiont of host apoptotic process (GO:0033668),1/8,0.0198291614511851,0.1373019209574484,0,0,58.142857142857146,227.9549801512961,CTSG,Early Myeloid Progenitor,1.702695651141308
KEGG_2021_Human,negative regulation by symbiont of host programmed cell death (GO:0052041),1/8,0.0198291614511851,0.1373019209574484,0,0,58.142857142857146,227.9549801512961,CTSG,Early Myeloid Progenitor,1.702695651141308
KEGG_2021_Human,bundle of His cell to Purkinje myocyte communication (GO:0086069),1/9,0.0222805591236868,0.1454158292893327,0,0,50.87244897959184,193.52086993316271,PKP2,Early Myeloid Progenitor,1.652073914876897
KEGG_2021_Human,positive regulation of mitochondrial calcium ion concentration (GO:0051561),1/9,0.0222805591236868,0.1454158292893327,0,0,50.87244897959184,193.52086993316271,MCU,Early Myeloid Progenitor,1.652073914876897
KEGG_2021_Human,maintenance of apical/basal cell polarity (GO:0035090),1/9,0.0222805591236868,0.1454158292893327,0,0,50.87244897959184,193.52086993316271,LIN7A,Early Myeloid Progenitor,1.652073914876897
KEGG_2021_Human,maintenance of epithelial cell apical/basal polarity (GO:0045199),1/9,0.0222805591236868,0.1454158292893327,0,0,50.87244897959184,193.52086993316271,LIN7A,Early Myeloid Progenitor,1.652073914876897
KEGG_2021_Human,regulation of attachment of spindle microtubules to kinetochore (GO:0051988),1/10,0.024725948817258,0.1454158292893327,0,0,45.21768707482993,167.3010120823387,ECT2,Early Myeloid Progenitor,1.606847034080906
KEGG_2021_Human,calcium import into the mitochondrion (GO:0036444),1/10,0.024725948817258,0.1454158292893327,0,0,45.21768707482993,167.3010120823387,MCU,Early Myeloid Progenitor,1.606847034080906
KEGG_2021_Human,lipid phosphorylation (GO:0046834),1/10,0.024725948817258,0.1454158292893327,0,0,45.21768707482993,167.3010120823387,DGKG,Early Myeloid Progenitor,1.606847034080906
KEGG_2021_Human,monocyte activation (GO:0042117),1/10,0.024725948817258,0.1454158292893327,0,0,45.21768707482993,167.3010120823387,AZU1,Early Myeloid Progenitor,1.606847034080906
KEGG_2021_Human,positive regulation of cell cycle process (GO:0090068),2/101,0.0264315192050235,0.1454158292893327,0,0,8.35479797979798,30.35463590957481,KIF14;ECT2,Early Myeloid Progenitor,1.577877874197194
KEGG_2021_Human,calcium-mediated signaling (GO:0019722),2/102,0.0269177264019109,0.1454158292893327,0,0,8.270833333333334,29.898816321570965,AZU1;MCU,Early Myeloid Progenitor,1.5699616254585989
KEGG_2021_Human,glycerolipid metabolic process (GO:0046486),1/11,0.0271653448579923,0.1454158292893327,0,0,40.69387755102041,146.73452100035948,DGKG,Early Myeloid Progenitor,1.5659847773237099
KEGG_2021_Human,regulation of coagulation (GO:0050818),1/11,0.0271653448579923,0.1454158292893327,0,0,40.69387755102041,146.73452100035948,HS3ST5,Early Myeloid Progenitor,1.5659847773237099
KEGG_2021_Human,cell proliferation in forebrain (GO:0021846),1/11,0.0271653448579923,0.1454158292893327,0,0,40.69387755102041,146.73452100035948,KIF14,Early Myeloid Progenitor,1.5659847773237099
KEGG_2021_Human,induction of positive chemotaxis (GO:0050930),1/11,0.0271653448579923,0.1454158292893327,0,0,40.69387755102041,146.73452100035948,AZU1,Early Myeloid Progenitor,1.5659847773237099
KEGG_2021_Human,protein kinase C signaling (GO:0070528),1/11,0.0271653448579923,0.1454158292893327,0,0,40.69387755102041,146.73452100035948,AZU1,Early Myeloid Progenitor,1.5659847773237099
KEGG_2021_Human,protein kinase C-activating G protein-coupled receptor signaling pathway (GO:0007205),1/11,0.0271653448579923,0.1454158292893327,0,0,40.69387755102041,146.73452100035948,AZU1,Early Myeloid Progenitor,1.5659847773237099
KEGG_2021_Human,nucleotide-excision repair (GO:0006289),2/105,0.0283980432384044,0.1454158292893327,0,0,8.028721682847896,28.593770697553435,BRIP1;POLE,Early Myeloid Progenitor,1.546711583898058
KEGG_2021_Human,angiotensin maturation (GO:0002003),1/12,0.029598761568907,0.1454158292893327,0,0,36.99257884972171,130.2147194065139,CTSG,Early Myeloid Progenitor,1.5287264597194943
KEGG_2021_Human,regulation of angiotensin levels in blood (GO:0002002),1/12,0.029598761568907,0.1454158292893327,0,0,36.99257884972171,130.2147194065139,CTSG,Early Myeloid Progenitor,1.5287264597194943
KEGG_2021_Human,regulation of ventricular cardiac muscle cell action potential (GO:0098911),1/12,0.029598761568907,0.1454158292893327,0,0,36.99257884972171,130.2147194065139,PKP2,Early Myeloid Progenitor,1.5287264597194943
KEGG_2021_Human,cell cycle checkpoint signaling (GO:0000075),1/12,0.029598761568907,0.1454158292893327,0,0,36.99257884972171,130.2147194065139,BUB1B,Early Myeloid Progenitor,1.5287264597194943
KEGG_2021_Human,macrophage chemotaxis (GO:0048246),1/12,0.029598761568907,0.1454158292893327,0,0,36.99257884972171,130.2147194065139,AZU1,Early Myeloid Progenitor,1.5287264597194943
KEGG_2021_Human,nuclear body organization (GO:0030575),1/12,0.029598761568907,0.1454158292893327,0,0,36.99257884972171,130.2147194065139,AFF2,Early Myeloid Progenitor,1.5287264597194943
KEGG_2021_Human,regulation of MHC class II biosynthetic process (GO:0045346),1/12,0.029598761568907,0.1454158292893327,0,0,36.99257884972171,130.2147194065139,AZU1,Early Myeloid Progenitor,1.5287264597194943
KEGG_2021_Human,depurination (GO:0045007),1/12,0.029598761568907,0.1454158292893327,0,0,36.99257884972171,130.2147194065139,NEIL3,Early Myeloid Progenitor,1.5287264597194943
KEGG_2021_Human,regulation of nucleobase-containing compound metabolic process (GO:0019219),1/12,0.029598761568907,0.1454158292893327,0,0,36.99257884972171,130.2147194065139,PCBP3,Early Myeloid Progenitor,1.5287264597194943
KEGG_2021_Human,protein localization to condensed chromosome (GO:1903083),1/12,0.029598761568907,0.1454158292893327,0,0,36.99257884972171,130.2147194065139,KNL1,Early Myeloid Progenitor,1.5287264597194943
KEGG_2021_Human,DNA replication (GO:0006260),2/108,0.029910476921657,0.1454158292893327,0,0,7.800314465408805,27.37556602865933,BRIP1;POLE,Early Myeloid Progenitor,1.5241766621009911
KEGG_2021_Human,regulation of protein kinase activity (GO:0045859),2/110,0.0309363405009925,0.145764864589177,0,0,7.655092592592593,26.607752397672005,AZU1;ECT2,Early Myeloid Progenitor,1.5095310608442127
KEGG_2021_Human,DNA metabolic process (GO:0006259),3/277,0.0319453076723714,0.145764864589177,0,0,4.583630998602268,15.784787458078153,POLQ;NEIL3;POLE,Early Myeloid Progenitor,1.4955929247248396
KEGG_2021_Human,negative regulation of locomotion (GO:0040013),1/13,0.032026213248763,0.145764864589177,0,0,33.90816326530612,116.6847899929619,ELANE,Early Myeloid Progenitor,1.4944944088974865
KEGG_2021_Human,positive regulation of sodium ion transport (GO:0010765),1/13,0.032026213248763,0.145764864589177,0,0,33.90816326530612,116.6847899929619,PKP2,Early Myeloid Progenitor,1.4944944088974865
KEGG_2021_Human,activation of protein kinase activity (GO:0032147),2/114,0.0330295301793541,0.145764864589177,0,0,7.380208333333333,25.169117576656426,KIF14;ECT2,Early Myeloid Progenitor,1.4810976037825534
KEGG_2021_Human,ion transport (GO:0006811),2/116,0.0340965412337713,0.145764864589177,0,0,7.25,24.49455514200503,SLC15A2;SLC26A8,Early Myeloid Progenitor,1.467289673772098
KEGG_2021_Human,negative regulation of coagulation (GO:0050819),1/14,0.0344477141698711,0.145764864589177,0,0,31.298273155416013,105.4223689491126,HS3ST5,Early Myeloid Progenitor,1.4628395910668823
KEGG_2021_Human,renal absorption (GO:0070293),1/14,0.0344477141698711,0.145764864589177,0,0,31.298273155416013,105.4223689491126,SLC15A2,Early Myeloid Progenitor,1.4628395910668823
KEGG_2021_Human,carbohydrate transport (GO:0008643),1/14,0.0344477141698711,0.145764864589177,0,0,31.298273155416013,105.4223689491126,SLC2A5,Early Myeloid Progenitor,1.4628395910668823
KEGG_2021_Human,intestinal absorption (GO:0050892),1/14,0.0344477141698711,0.145764864589177,0,0,31.298273155416013,105.4223689491126,SLC2A5,Early Myeloid Progenitor,1.4628395910668823
